iteration,elapsed time,mean reward,stddev reward,min reward,max reward
0,0.0183381716410319,21.835075843930245,20.053809146440603,0.0,90.33403015136719
100,1.8605093201001486,28.120830500423907,22.594605933219718,0.0,86.61174011230469
200,3.7025126377741495,32.51217859953642,22.1869327194323,0.0,88.31404876708984
300,5.569572261969248,30.363938235342502,23.01582806798264,0.0,96.21888732910156
400,7.450221498807271,31.13173038572073,23.36353003988802,0.0,90.26937866210938
500,9.32414208650589,28.52471528917551,21.529487200694007,0.0,90.7305679321289
600,11.22179225285848,29.068710220456122,21.35333021031499,0.920485258102417,89.65357971191406
700,13.121993863582611,31.339911562502383,24.075308120164603,0.0,96.3276596069336
800,15.048089897632599,29.24354858070612,22.5943346738278,0.0,90.21439361572266
900,16.98175545533498,32.214980252981185,22.531588998999272,0.0,92.04529571533203
1000,18.882890768845876,35.20832210361957,24.87219986223141,0.0,96.19022369384766
1100,20.777371021111808,33.808152496516705,23.524499735996887,0.0,96.05936431884766
1200,22.678410530090332,35.480516243577,26.090076499409264,0.0,92.36152648925781
1300,24.570509346326194,31.618669727146624,21.67635543362705,0.988667368888855,94.38312530517578
1400,26.502968577543893,33.57768119394779,24.174439805478016,0.0,92.34790802001953
1500,28.415380016962686,34.35482157349586,25.21780806812266,0.0,94.72724151611328
1600,30.38706521987915,31.302807557284833,23.588128999180018,0.0,97.71440124511719
1700,32.35816505352656,31.711396299004555,23.076997144202597,0.0,96.66681671142578
1800,34.323538947105405,35.67790315717459,25.03910320788782,0.995520293712616,90.9677734375
1900,36.28802134593328,33.932295601069924,23.860626148550992,0.0,96.0887680053711
2000,38.24665714899699,34.011733746230604,24.40058350412518,0.0,94.79237365722656
2100,40.18177762031555,33.472276006340984,24.490939963908897,0.0,101.29267883300781
2200,42.11339030265808,35.01482060283423,24.616343946243063,0.9943324327468872,100.69158172607422
2300,44.0494016567866,36.94762820571661,23.49799462337389,0.0,89.3647689819336
2400,45.98144647677739,36.363858613371846,24.72862394889407,0.0,90.18365478515625
2500,47.93197816610336,39.468003907501696,25.935027137341443,0.0,98.39561462402344
2600,49.89404185612997,38.60337392926216,26.462651803142073,0.0,101.75001525878906
2700,51.85184705257416,39.85954661667347,31.08225867003135,0.0,169.8023223876953
2800,53.80055210192998,42.37705399513245,30.26063714901669,0.9890931844711304,146.36587524414062
2900,55.74189523458481,43.25439643800259,33.35835590379211,0.0,175.5934295654297
3000,57.679798833529155,41.955189852118494,33.91431734320131,0.0,161.8370819091797
3100,59.61533297300339,41.80494913220406,31.287572322686856,0.9924906492233276,167.45382690429688
3200,61.5485506216685,42.51040840893984,33.28695641283604,0.0,172.82830810546875
3300,63.41532821257909,42.13201626837254,27.5982160814009,0.9952702522277832,117.05193328857422
3400,65.33216284910837,44.433029111027714,34.51414532472193,0.0,189.25271606445312
3500,67.28737895886103,45.31603525966406,32.50133467628747,0.0,183.0749969482422
3600,69.23285337289174,42.58112342953682,31.449091687660083,0.0,159.56471252441406
3700,71.12437011003495,47.4346623519063,36.8921469550871,0.982932984828949,167.84429931640625
3800,73.07525807221731,43.10870223999024,33.65696463108881,0.0,193.93458557128906
3900,75.00524272123972,44.78323929220438,36.33428746547659,0.9792267084121704,179.8050537109375
4000,76.94593770901362,41.670080028772354,31.844410531856578,0.0,161.0390625
4100,78.88033434152604,45.307697617709636,33.12852057341649,0.9936482906341553,155.1279296875
4200,80.82558172543844,43.50570598363876,34.07642164561625,0.0,163.31845092773438
4300,82.78085489670435,44.04922436118126,32.882230219963525,0.0,164.81362915039062
4400,84.71601696014405,40.9485528409481,31.95123840244391,0.0,183.62713623046875
4500,86.60323842366536,41.07032481402159,35.861691225903755,0.0,184.94435119628906
4600,88.54258613189062,44.20557512760163,34.672983969957585,0.9952125549316406,189.93624877929688
4700,90.48965075016022,44.03873480826616,32.814847077269405,0.0,175.19210815429688
4800,92.42965045372645,47.724954324960706,40.22408703844617,0.0,206.73573303222656
4900,94.35871190230051,44.83047483503819,33.65405161063493,0.0,195.2955322265625
5000,96.24405335187912,46.72550849944353,35.11586725660661,0.0,172.05335998535156
5100,98.1796870470047,46.820390645563606,34.41450742363623,0.0,187.65257263183594
5200,100.09622798760732,49.394225455224515,38.105741138082685,0.0,189.69866943359375
5300,102.0190655986468,46.95125702530146,34.60866690812245,0.9769980311393738,187.56668090820312
5400,103.98905077775319,48.3412085339427,35.393399990405015,0.0,171.0183868408203
5500,105.9741496125857,48.43493540793657,34.263328464900816,0.9944401383399963,165.66891479492188
5600,107.9598709901174,42.73252889752388,34.89651127362801,0.0,157.634521484375
5700,109.95479895671208,48.96738285422325,38.720333853937305,0.9953596591949463,187.16224670410156
