0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-7.072764448821544647e-03,-4.215720575302839279e-03,1.258528674952685833e-03,6.406725198030471802e-02,9.809209406375885010e-02,-1.579907387495040894e-01,-7.006220519542694092e-02,8.476997911930084229e-02,-1.694961041212081909e-01,7.526993751525878906e-02,8.537550270557403564e-02,-1.793463677167892456e-01,-6.879054754972457886e-02,8.694995939731597900e-02,-1.767627447843551636e-01,1.815221039578318596e-04,1.240020734257996082e-03,1.062416844069957733e-02,-5.982291186228394508e-04,-8.697608485817909241e-03,1.438553072512149811e-02,4.146173130720853806e-03,-9.163744747638702393e-03,2.734512789174914360e-03,1.201414503157138824e-02,-1.154007110744714737e-02,2.777563349809497595e-04
-5.425496958196163177e-03,4.277325235307216644e-03,-3.933289647102355957e-02,4.619045183062553406e-02,-2.087464630603790283e-01,-3.069940023124217987e-02,7.811602950096130371e-02,7.574726641178131104e-02,-1.586770266294479370e-01,-8.677539974451065063e-02,5.963964387774467468e-02,-1.707879751920700073e-01,8.102267235517501831e-02,1.037842780351638794e-01,-1.786601990461349487e-01,-7.381661981344223022e-02,1.083259135484695435e-01,-1.760361641645431519e-01,8.862175941467285156e-01,-1.441939592361450195e+00,-4.518488049507141113e-02,-1.032602548599243164e+00,-1.621146440505981445e+00,-8.527588099241256714e-02,3.987878859043121338e-01,1.204042196273803711e+00,4.333480075001716614e-02,-3.594429790973663330e-01,1.405936837196350098e+00,4.267027974128723145e-02
6.607948988676071167e-02,-1.547165773808956146e-02,6.767767481505870819e-03,-1.746443333104252815e-03,-3.376434445381164551e-01,2.323793014511466026e-03,8.217321336269378662e-02,7.302232086658477783e-02,-1.481807678937911987e-01,-9.119591861963272095e-02,5.182803794741630554e-02,-1.587577313184738159e-01,8.386875689029693604e-02,1.278246194124221802e-01,-1.776104420423507690e-01,-7.587549090385437012e-02,1.350912600755691528e-01,-1.757535189390182495e-01,-3.757375478744506836e-02,2.510729432106018066e-02,5.048497319221496582e-01,6.818713992834091187e-02,-2.261397391557693481e-01,5.919733047485351562e-01,7.429865747690200806e-02,9.744767546653747559e-01,1.118177697062492371e-01,-6.758719682693481445e-02,1.120144367218017578e+00,6.371094286441802979e-02
7.399224489927291870e-02,-2.022023126482963562e-02,4.269591718912124634e-02,-1.026855781674385071e-02,-2.172685861587524414e-01,-3.002528566867113113e-03,7.738936692476272583e-02,7.471783459186553955e-02,-1.462834328413009644e-01,-8.604873716831207275e-02,5.297858640551567078e-02,-1.572236269712448120e-01,8.695706725120544434e-02,1.374528557062149048e-01,-1.777315586805343628e-01,-7.884268462657928467e-02,1.440533548593521118e-01,-1.757535189390182495e-01,-2.502468526363372803e-01,7.069876044988632202e-02,1.397925317287445068e-01,2.208722382783889771e-01,1.047366764396429062e-02,1.226496547460556030e-01,2.126945108175277710e-01,5.277755856513977051e-01,5.821408703923225403e-04,-2.312774956226348877e-01,4.643920660018920898e-01,-2.851575845852494240e-03
6.690470874309539795e-02,-1.596590504050254822e-02,5.182730406522750854e-02,-2.811707789078354836e-03,-1.405695527791976929e-01,-3.002528566867113113e-03,7.648103684186935425e-02,7.156898081302642822e-02,-1.372808665037155151e-01,-8.471652865409851074e-02,4.855806753039360046e-02,-1.457182615995407104e-01,8.550374209880828857e-02,1.427817493677139282e-01,-1.775298565626144409e-01,-7.611770927906036377e-02,1.501088887453079224e-01,-1.756324023008346558e-01,-7.505407929420471191e-02,-1.787338554859161377e-01,4.971436560153961182e-01,9.464121609926223755e-02,-2.350282371044158936e-01,6.463512778282165527e-01,-1.059651970863342285e-01,3.108040988445281982e-01,1.868802681565284729e-02,1.762994825839996338e-01,3.285945355892181396e-01,1.184279192239046097e-02
8.006204664707183838e-02,-1.856478489935398102e-02,4.439337179064750671e-02,1.423252094537019730e-02,-2.545528411865234375e-01,1.723749376833438873e-02,7.642048597335815430e-02,7.253785431385040283e-02,-1.265424937009811401e-01,-8.453486114740371704e-02,4.928470775485038757e-02,-1.363927572965621948e-01,8.501930534839630127e-02,1.515622287988662720e-01,-1.773682087659835815e-01,-7.508827745914459229e-02,1.605848819017410278e-01,-1.755112856626510620e-01,-6.196699570864439011e-03,7.642736285924911499e-02,4.566959738731384277e-01,2.180095762014389038e-02,4.686162248253822327e-02,4.053253233432769775e-01,-4.091374948620796204e-02,4.360934793949127197e-01,-1.328830956481397152e-03,4.708020016551017761e-02,5.246054530143737793e-01,-2.961192512884736061e-03
1.001509130001068115e-01,-2.199962548911571503e-02,4.865193367004394531e-02,-6.140124425292015076e-02,-3.056855201721191406e-01,-5.133057013154029846e-03,7.551215589046478271e-02,7.526285946369171143e-02,-1.146736592054367065e-01,-8.429264277219772339e-02,5.098022148013114929e-02,-1.226668804883956909e-01,8.495874702930450439e-02,1.638549119234085083e-01,-1.773682087659835815e-01,-7.514882832765579224e-02,1.719692498445510864e-01,-1.755112856626510620e-01,-6.242973357439041138e-02,1.568007171154022217e-01,5.863326191902160645e-01,1.757508330047130585e-02,1.064578667283058167e-01,6.668654680252075195e-01,-3.353923559188842773e-03,6.022952198982238770e-01,-1.361986063420772552e-02,-2.184816636145114899e-02,5.184851884841918945e-01,-1.704791793599724770e-04
1.114976853132247925e-01,-2.398789487779140472e-02,5.185995623469352722e-02,1.955884322524070740e-02,-2.502917647361755371e-01,-1.937264343723654747e-03,7.533049583435058594e-02,7.871444523334503174e-02,-1.043793410062789917e-01,-8.374764770269393921e-02,5.437130853533744812e-02,-1.106366366147994995e-01,8.514041453599929810e-02,1.742703467607498169e-01,-1.774087399244308472e-01,-7.502771914005279541e-02,1.834747344255447388e-01,-1.755516976118087769e-01,-1.520296558737754822e-02,1.698113381862640381e-01,5.066696405410766602e-01,3.660031408071517944e-02,1.732964515686035156e-01,6.179983019828796387e-01,2.137511782348155975e-02,5.164455771446228027e-01,-3.386922180652618408e-03,1.704085990786552429e-02,5.919222831726074219e-01,-8.789994753897190094e-03
1.136768460273742676e-01,-2.358469367027282715e-02,5.103124305605888367e-02,-6.811789935454726219e-04,-2.225949019193649292e-01,1.510696485638618469e-02,7.472494244575500488e-02,8.204497396945953369e-02,-9.360043704509735107e-02,-8.350542932748794556e-02,5.727798864245414734e-02,-1.021185368299484253e-01,8.441375195980072021e-02,1.842013746500015259e-01,-1.774893254041671753e-01,-7.472494244575500488e-02,1.937085539102554321e-01,-1.755919903516769409e-01,-2.466875128448009491e-02,1.692660301923751831e-01,5.446453690528869629e-01,1.069717667996883392e-02,1.517738997936248779e-01,4.173714816570281982e-01,-3.861267119646072388e-02,5.067194700241088867e-01,-1.578005217015743256e-02,2.258807420730590820e-02,5.169048309326171875e-01,-2.002786844968795776e-03
1.132040545344352722e-01,-2.453197166323661804e-02,4.544258117675781250e-02,-3.690016642212867737e-02,-1.895717084407806396e-01,-3.002528566867113113e-03,7.442216575145721436e-02,8.604164421558380127e-02,-8.564762771129608154e-02,-8.314209431409835815e-02,5.994237586855888367e-02,-9.182421863079071045e-02,8.356598019599914551e-02,1.947379857301712036e-01,-1.775298565626144409e-01,-7.399827986955642700e-02,2.038212567567825317e-01,-1.755919903516769409e-01,-6.574248895049095154e-03,2.020286470651626587e-01,3.772069513797760010e-01,1.353023387491703033e-02,1.464148461818695068e-01,5.176047086715698242e-01,-4.231003299355506897e-02,5.411877632141113281e-01,-8.401547558605670929e-03,4.899972304701805115e-02,5.393728613853454590e-01,-1.314040971919894218e-03
