iteration,elapsed time,mean reward,stddev reward,min reward,max reward
0,0.010500705242156983,14.42669430822134,9.464348407051535,0.0,45.401790618896484
100,1.1528113961219788,14.839873477220536,10.675724525928741,0.0,55.532508850097656
200,2.2901540557543436,14.91646554172039,10.946196036727962,0.0,86.65585327148438
300,3.4249468247095742,15.340643563866616,11.2023375774762,0.0,48.01143264770508
400,4.562285689512889,17.23721537172794,11.502323986017515,0.0,51.724212646484375
500,5.767789363861084,17.759257719516754,11.71247719764337,0.0,54.373207092285156
600,6.965285801887513,17.420224523544313,12.683618120432238,0.0,65.35096740722656
700,8.173166914780934,19.304239934682847,13.254862688334365,0.0,89.4340591430664
800,9.381421347459158,18.868147196471693,13.570898633552671,0.0,72.64534759521484
900,10.496649050712586,19.58605940580368,14.010787148683606,0.0,71.18560028076172
1000,11.33282337586085,19.887017731070518,14.49068279447441,0.0,87.33663177490234
1100,12.18456180493037,18.968914263248443,12.360978798899186,0.0,60.12403106689453
1200,13.071872055530548,22.254862189292908,14.124459389857643,0.0,74.88621520996094
1300,13.993155093987783,20.733990886509417,14.400414382175144,0.0,68.78413391113281
1400,14.816456441084544,20.67009661734104,14.042837188386056,0.0,68.35382080078125
1500,15.742450471719106,22.117229799032213,15.645678876001215,0.0,106.02922058105469
1600,16.565595503648122,19.349399016201495,12.011758163001334,0.0,48.83344268798828
1700,17.38618258237839,22.374030975699426,14.608361926631444,0.0,67.07740783691406
1800,18.206740979353587,22.577686918377875,15.39822743493068,0.0,91.39657592773438
1900,19.027314976851144,20.313656862676144,14.734996162943537,0.0,90.81704711914062
2000,19.85001767873764,21.11152570426464,13.770533507040778,0.0,76.53758239746094
2100,20.66731167236964,23.279872675538062,15.038791880437225,0.0,73.03826904296875
2200,21.48546484708786,22.142443027496338,14.802301516922572,0.0,93.73925018310547
2300,22.301476474603017,22.74539211213589,15.189619538254696,0.0,70.12017822265625
2400,23.118450665473937,20.326114619374277,14.498704835200831,0.0,65.07113647460938
2500,23.93602701028188,22.848036933541298,13.920785291161407,0.0,66.95227813720703
