iteration,elapsed time,mean reward,stddev reward,min reward,max reward
0,0.012803316116333008,37.84522001206875,26.11984176386282,0.0,86.53430938720703
100,0.9554560581843058,121.96496570527553,82.67294666155699,0.0,376.11572265625
200,1.9342339317003885,119.28968680441379,86.92509157453254,0.9890620708465576,378.1073303222656
300,2.880432180563609,118.75789584636688,90.33438927559536,1.9256939888000488,353.195556640625
400,4.069681370258332,124.53919177651406,86.6352512442383,0.0,340.7420959472656
500,5.776593987147013,129.0716809940338,85.29013564722311,0.0,373.2880554199219
600,7.3174784501393635,112.66133099079133,84.90079271426325,0.0,345.037841796875
700,8.956431245803833,134.73908998429775,83.43361993499273,0.9972716569900513,393.530517578125
800,10.603849538167317,114.20133310973644,90.53756882335678,0.9865113496780396,403.9445495605469
900,12.382252128918966,118.34817963838577,85.14638881005915,1.8778107166290283,379.8186950683594
1000,14.025508224964142,126.11463043451309,92.94474145696216,0.984952449798584,404.28582763671875
1100,15.7109414935112,121.93909832179547,87.69223090954287,0.9760254621505737,385.8694152832031
1200,17.447640232245128,132.2123202639818,94.3427570476941,0.0,368.41552734375
1300,19.190390253067015,125.81862298220396,90.96154905255004,0.0,361.5722351074219
1400,20.96099201043447,126.93289003252983,92.25683472088512,1.935861587524414,385.1253967285156
1500,22.676392265160878,126.31282188415527,85.63616211221587,0.9929097890853882,349.8763427734375
1600,24.33827951749166,130.88939115583898,82.9464721788952,0.0,334.1956481933594
1700,25.97599204381307,130.07399950414896,86.82514746366678,0.9904339909553528,341.1732177734375
1800,27.692082786560057,129.7067463490367,92.44742261956844,0.975391149520874,386.6023864746094
1900,29.314064367612204,128.42493341207503,95.55502830384529,0.9862145185470581,399.9688720703125
2000,30.976211007436117,138.41647651672363,89.66906413324584,4.5122175216674805,407.2343444824219
2100,32.673689023653665,125.31369315981865,88.80299784724899,0.9915788173675537,329.2205505371094
2200,34.43880843718846,128.23654117256402,92.05051608086968,0.9876752495765686,372.302001953125
2300,36.15273073911667,135.86053422629834,91.86257558166757,0.990074634552002,361.90509033203125
2400,37.87240326007207,128.22909381628037,85.42466336101576,0.9854894876480103,392.71728515625
2500,39.6737446864446,132.13762438595296,87.0166695052018,0.9924732446670532,385.4403076171875
2600,41.40618967612584,133.07435514181853,93.16992064555289,0.0,362.4228210449219
2700,43.04372091293335,130.93753981649877,100.94166610533041,0.9882551431655884,385.35101318359375
2800,44.719750360647836,129.2623000818491,91.18792880434754,0.986072301864624,353.2483215332031
2900,46.41589577595393,124.41301782876253,95.01911126948255,0.980367124080658,339.78607177734375
3000,48.0752011179924,140.86608163714408,91.98722499976537,0.9930765628814697,384.7861633300781
